source_facility_id,source_facility_name,source_county,dest_facility_id,dest_facility_name,dest_county,commodity_key,commodity_id,commodity_name,category,distance_km,available_excess,required_deficit,transferable_units,unit_cost,transfer_value,source_days_of_stock,dest_days_of_stock,cost_per_km_per_unit,estimated_transport_cost,roi,priority_score,cumulative_cost,recommendation
FAC0112,Rongai Centre Dispensary,Nakuru,FAC0119,Tulwet Dispensary,Uasin Gishu,22,COM023,Magnesium Sulfate 50% 10ml,maternal_health,200.0,7.040000000000001,0.10899999999999999,0.10899999999999999,45.0,4.904999999999999,143.5483870967742,5.74712643678161,2.5,0.05449999999999999,4.651493598862019,26.732721832540342,4173.2838750000055,RECOMMEND
FAC0095,Ithanga Dispensary,Nairobi,FAC0119,Tulwet Dispensary,Uasin Gishu,22,COM023,Magnesium Sulfate 50% 10ml,maternal_health,200.0,4.1899999999999995,0.10899999999999999,0.10899999999999999,45.0,4.904999999999999,78.16091954022988,5.74712643678161,2.5,0.05449999999999999,4.651493598862019,26.732721832540342,4173.338375000006,RECOMMEND
FAC0134,Nembu Dispensary,Machakos,FAC0119,Tulwet Dispensary,Uasin Gishu,22,COM023,Magnesium Sulfate 50% 10ml,maternal_health,200.0,5.790000000000001,0.10899999999999999,0.10899999999999999,45.0,4.904999999999999,96.55172413793105,5.74712643678161,2.5,0.05449999999999999,4.651493598862019,26.732721832540342,4173.392875000006,RECOMMEND
FAC0104,Kitui Dispensary,Mombasa,FAC0119,Tulwet Dispensary,Uasin Gishu,22,COM023,Magnesium Sulfate 50% 10ml,maternal_health,200.0,2.33,0.10899999999999999,0.10899999999999999,45.0,4.904999999999999,63.768115942028984,5.74712643678161,2.5,0.05449999999999999,4.651493598862019,26.732721832540342,4173.447375000006,RECOMMEND
FAC0101,Shamba Dispensary,Mombasa,FAC0119,Tulwet Dispensary,Uasin Gishu,22,COM023,Magnesium Sulfate 50% 10ml,maternal_health,200.0,4.800000000000001,0.10899999999999999,0.10899999999999999,45.0,4.904999999999999,90.0,5.74712643678161,2.5,0.05449999999999999,4.651493598862019,26.732721832540342,4173.501875000006,RECOMMEND
FAC0038,Imenti Central Sub-County Hospital,Meru,FAC0119,Tulwet Dispensary,Uasin Gishu,22,COM023,Magnesium Sulfate 50% 10ml,maternal_health,200.0,17.11,0.10899999999999999,0.10899999999999999,45.0,4.904999999999999,74.67362924281984,5.74712643678161,2.5,0.05449999999999999,4.651493598862019,26.732721832540342,4173.5563750000065,RECOMMEND
FAC0107,Chembe Dispensary,Kisumu,FAC0119,Tulwet Dispensary,Uasin Gishu,22,COM023,Magnesium Sulfate 50% 10ml,maternal_health,200.0,7.55,0.10899999999999999,0.10899999999999999,45.0,4.904999999999999,245.7142857142857,5.74712643678161,2.5,0.05449999999999999,4.651493598862019,26.732721832540342,4173.610875000007,RECOMMEND
FAC0132,Mkwajuni Dispensary,Machakos,FAC0119,Tulwet Dispensary,Uasin Gishu,22,COM023,Magnesium Sulfate 50% 10ml,maternal_health,200.0,7.549999999999999,0.10899999999999999,0.10899999999999999,45.0,4.904999999999999,167.27272727272725,5.74712643678161,2.5,0.05449999999999999,4.651493598862019,26.732721832540342,4173.665375000007,RECOMMEND
FAC0125,Chembe Dispensary,Kiambu,FAC0119,Tulwet Dispensary,Uasin Gishu,22,COM023,Magnesium Sulfate 50% 10ml,maternal_health,200.0,3.1700000000000004,0.10899999999999999,0.10899999999999999,45.0,4.904999999999999,3200.0,5.74712643678161,2.5,0.05449999999999999,4.651493598862019,26.732721832540342,4173.719875000007,RECOMMEND
FAC0096,Kitui Dispensary,Nairobi,FAC0119,Tulwet Dispensary,Uasin Gishu,22,COM023,Magnesium Sulfate 50% 10ml,maternal_health,200.0,3.22,0.10899999999999999,0.10899999999999999,45.0,4.904999999999999,72.36842105263158,5.74712643678161,2.5,0.05449999999999999,4.651493598862019,26.732721832540342,4173.774375000007,RECOMMEND
FAC0106,Rongai Centre Dispensary,Kisumu,FAC0119,Tulwet Dispensary,Uasin Gishu,22,COM023,Magnesium Sulfate 50% 10ml,maternal_health,200.0,9.55,0.10899999999999999,0.10899999999999999,45.0,4.904999999999999,412.0,5.74712643678161,2.5,0.05449999999999999,4.651493598862019,26.732721832540342,4173.828875000007,RECOMMEND
FAC0131,Kitui Dispensary,Machakos,FAC0119,Tulwet Dispensary,Uasin Gishu,22,COM023,Magnesium Sulfate 50% 10ml,maternal_health,200.0,1.5700000000000003,0.10899999999999999,0.10899999999999999,45.0,4.904999999999999,52.11267605633804,5.74712643678161,2.5,0.05449999999999999,4.651493598862019,26.732721832540342,4173.883375000008,RECOMMEND
FAC0094,Kiptere Dispensary,Nairobi,FAC0119,Tulwet Dispensary,Uasin Gishu,22,COM023,Magnesium Sulfate 50% 10ml,maternal_health,200.0,6.140000000000001,0.10899999999999999,0.10899999999999999,45.0,4.904999999999999,176.19047619047618,5.74712643678161,2.5,0.05449999999999999,4.651493598862019,26.732721832540342,4173.937875000008,RECOMMEND
FAC0060,Nakuru East Health Centre,Nakuru,FAC0119,Tulwet Dispensary,Uasin Gishu,22,COM023,Magnesium Sulfate 50% 10ml,maternal_health,200.0,5.74,0.10899999999999999,0.10899999999999999,45.0,4.904999999999999,59.89583333333333,5.74712643678161,2.5,0.05449999999999999,4.651493598862019,26.732721832540342,4173.992375000008,RECOMMEND
FAC0041,Bungoma North Sub-County Hospital,Bungoma,FAC0119,Tulwet Dispensary,Uasin Gishu,22,COM023,Magnesium Sulfate 50% 10ml,maternal_health,200.0,13.21,0.10899999999999999,0.10899999999999999,45.0,4.904999999999999,80.22813688212928,5.74712643678161,2.5,0.05449999999999999,4.651493598862019,26.732721832540342,4174.046875000008,RECOMMEND
FAC0111,Karuri Dispensary,Nakuru,FAC0119,Tulwet Dispensary,Uasin Gishu,22,COM023,Magnesium Sulfate 50% 10ml,maternal_health,200.0,7.239999999999999,0.10899999999999999,0.10899999999999999,45.0,4.904999999999999,118.29268292682926,5.74712643678161,2.5,0.05449999999999999,4.651493598862019,26.732721832540342,4174.101375000008,RECOMMEND
FAC0088,Mt. Elgon Health Centre,Bungoma,FAC0119,Tulwet Dispensary,Uasin Gishu,22,COM023,Magnesium Sulfate 50% 10ml,maternal_health,200.0,6.19,0.10899999999999999,0.10899999999999999,45.0,4.904999999999999,87.85046728971963,5.74712643678161,2.5,0.05449999999999999,4.651493598862019,26.732721832540342,4174.155875000009,RECOMMEND
FAC0133,Sigor Dispensary,Machakos,FAC0119,Tulwet Dispensary,Uasin Gishu,22,COM023,Magnesium Sulfate 50% 10ml,maternal_health,200.0,7.180000000000001,0.10899999999999999,0.10899999999999999,45.0,4.904999999999999,162.962962962963,5.74712643678161,2.5,0.05449999999999999,4.651493598862019,26.732721832540342,4174.210375000009,RECOMMEND
FAC0059,Rongai Health Centre,Nakuru,FAC0119,Tulwet Dispensary,Uasin Gishu,22,COM023,Magnesium Sulfate 50% 10ml,maternal_health,200.0,4.300000000000001,0.10899999999999999,0.10899999999999999,45.0,4.904999999999999,58.66666666666667,5.74712643678161,2.5,0.05449999999999999,4.651493598862019,26.732721832540342,4174.264875000009,RECOMMEND
FAC0139,Mariakani Dispensary,Kilifi,FAC0119,Tulwet Dispensary,Uasin Gishu,22,COM023,Magnesium Sulfate 50% 10ml,maternal_health,200.0,7.14,0.10899999999999999,0.10899999999999999,45.0,4.904999999999999,625.0,5.74712643678161,2.5,0.05449999999999999,4.651493598862019,26.732721832540342,4174.319375000009,RECOMMEND
FAC0126,Manyatta Dispensary,Kiambu,FAC0119,Tulwet Dispensary,Uasin Gishu,22,COM023,Magnesium Sulfate 50% 10ml,maternal_health,200.0,8.26,0.10899999999999999,0.10899999999999999,45.0,4.904999999999999,202.08333333333331,5.74712643678161,2.5,0.05449999999999999,4.651493598862019,26.732721832540342,4174.373875000009,RECOMMEND
FAC0085,Imenti North Health Centre,Meru,FAC0119,Tulwet Dispensary,Uasin Gishu,22,COM023,Magnesium Sulfate 50% 10ml,maternal_health,200.0,5.859999999999999,0.10899999999999999,0.10899999999999999,45.0,4.904999999999999,84.25925925925925,5.74712643678161,2.5,0.05449999999999999,4.651493598862019,26.732721832540342,4174.4283750000095,RECOMMEND
FAC0053,Nyando Health Centre,Kisumu,FAC0119,Tulwet Dispensary,Uasin Gishu,22,COM023,Magnesium Sulfate 50% 10ml,maternal_health,200.0,4.89,0.10899999999999999,0.10899999999999999,45.0,4.904999999999999,53.6231884057971,5.74712643678161,2.5,0.05449999999999999,4.651493598862019,26.732721832540342,4174.48287500001,RECOMMEND
FAC0147,Manyatta Dispensary,Bungoma,FAC0119,Tulwet Dispensary,Uasin Gishu,22,COM023,Magnesium Sulfate 50% 10ml,maternal_health,200.0,2.1399999999999997,0.10899999999999999,0.10899999999999999,45.0,4.904999999999999,56.09756097560975,5.74712643678161,2.5,0.05449999999999999,4.651493598862019,26.732721832540342,4174.53737500001,RECOMMEND
FAC0145,Bongom Dispensary,Meru,FAC0119,Tulwet Dispensary,Uasin Gishu,22,COM023,Magnesium Sulfate 50% 10ml,maternal_health,200.0,7.11,0.10899999999999999,0.10899999999999999,45.0,4.904999999999999,2400.0,5.74712643678161,2.5,0.05449999999999999,4.651493598862019,26.732721832540342,4174.59187500001,RECOMMEND
FAC0115,Mariakani Dispensary,Nakuru,FAC0119,Tulwet Dispensary,Uasin Gishu,22,COM023,Magnesium Sulfate 50% 10ml,maternal_health,200.0,1.9700000000000002,0.10899999999999999,0.10899999999999999,45.0,4.904999999999999,51.64835164835165,5.74712643678161,2.5,0.05449999999999999,4.651493598862019,26.732721832540342,4174.64637500001,RECOMMEND
FAC0141,Soin Dispensary,Meru,FAC0119,Tulwet Dispensary,Uasin Gishu,22,COM023,Magnesium Sulfate 50% 10ml,maternal_health,200.0,3.84,0.10899999999999999,0.10899999999999999,45.0,4.904999999999999,1950.0,5.74712643678161,2.5,0.05449999999999999,4.651493598862019,26.732721832540342,4174.7008750000105,RECOMMEND
FAC0142,Githima Dispensary,Meru,FAC0119,Tulwet Dispensary,Uasin Gishu,22,COM023,Magnesium Sulfate 50% 10ml,maternal_health,200.0,4.63,0.10899999999999999,0.10899999999999999,45.0,4.904999999999999,124.48979591836734,5.74712643678161,2.5,0.05449999999999999,4.651493598862019,26.732721832540342,4174.755375000011,RECOMMEND
FAC0137,Chembe Dispensary,Kilifi,FAC0119,Tulwet Dispensary,Uasin Gishu,22,COM023,Magnesium Sulfate 50% 10ml,maternal_health,200.0,3.1,0.10899999999999999,0.10899999999999999,45.0,4.904999999999999,74.28571428571428,5.74712643678161,2.5,0.05449999999999999,4.651493598862019,26.732721832540342,4174.809875000011,RECOMMEND
FAC0109,Mariakani Dispensary,Kisumu,FAC0119,Tulwet Dispensary,Uasin Gishu,22,COM023,Magnesium Sulfate 50% 10ml,maternal_health,200.0,7.26,0.10899999999999999,0.10899999999999999,45.0,4.904999999999999,104.08163265306122,5.74712643678161,2.5,0.05449999999999999,4.651493598862019,26.732721832540342,4174.864375000011,RECOMMEND
FAC0143,Mji Mwema Dispensary,Meru,FAC0119,Tulwet Dispensary,Uasin Gishu,22,COM023,Magnesium Sulfate 50% 10ml,maternal_health,200.0,2.85,0.10899999999999999,0.10899999999999999,45.0,4.904999999999999,600.0,5.74712643678161,2.5,0.05449999999999999,4.651493598862019,26.732721832540342,4174.918875000011,RECOMMEND
FAC0113,Chembe Dispensary,Nakuru,FAC0119,Tulwet Dispensary,Uasin Gishu,22,COM023,Magnesium Sulfate 50% 10ml,maternal_health,200.0,10.15,0.10899999999999999,0.10899999999999999,45.0,4.904999999999999,706.6666666666666,5.74712643678161,2.5,0.05449999999999999,4.651493598862019,26.732721832540342,4174.973375000011,RECOMMEND
FAC0123,Karuri Dispensary,Kiambu,FAC0119,Tulwet Dispensary,Uasin Gishu,22,COM023,Magnesium Sulfate 50% 10ml,maternal_health,200.0,5.630000000000001,0.10899999999999999,0.10899999999999999,45.0,4.904999999999999,125.42372881355934,5.74712643678161,2.5,0.05449999999999999,4.651493598862019,26.732721832540342,4175.027875000012,RECOMMEND
FAC0146,Baraka Dispensary,Meru,FAC0119,Tulwet Dispensary,Uasin Gishu,22,COM023,Magnesium Sulfate 50% 10ml,maternal_health,200.0,7.970000000000001,0.10899999999999999,0.10899999999999999,45.0,4.904999999999999,186.27450980392157,5.74712643678161,2.5,0.05449999999999999,4.651493598862019,26.732721832540342,4175.082375000012,RECOMMEND
FAC0077,Yatta Health Centre,Machakos,FAC0119,Tulwet Dispensary,Uasin Gishu,22,COM023,Magnesium Sulfate 50% 10ml,maternal_health,200.0,7.39,0.10899999999999999,0.10899999999999999,45.0,4.904999999999999,99.06542056074767,5.74712643678161,2.5,0.05449999999999999,4.651493598862019,26.732721832540342,4175.136875000012,RECOMMEND
FAC0086,Imenti South Health Centre,Meru,FAC0119,Tulwet Dispensary,Uasin Gishu,22,COM023,Magnesium Sulfate 50% 10ml,maternal_health,200.0,4.01,0.10899999999999999,0.10899999999999999,45.0,4.904999999999999,68.93203883495146,5.74712643678161,2.5,0.05449999999999999,4.651493598862019,26.732721832540342,4175.191375000012,RECOMMEND
FAC0110,Shamba Dispensary,Kisumu,FAC0119,Tulwet Dispensary,Uasin Gishu,22,COM023,Magnesium Sulfate 50% 10ml,maternal_health,200.0,7.449999999999999,0.10899999999999999,0.10899999999999999,45.0,4.904999999999999,165.45454545454544,5.74712643678161,2.5,0.05449999999999999,4.651493598862019,26.732721832540342,4175.245875000012,RECOMMEND
FAC0127,Mariakani Dispensary,Kiambu,FAC0119,Tulwet Dispensary,Uasin Gishu,22,COM023,Magnesium Sulfate 50% 10ml,maternal_health,200.0,2.16,0.10899999999999999,0.10899999999999999,45.0,4.904999999999999,57.69230769230769,5.74712643678161,2.5,0.05449999999999999,4.651493598862019,26.732721832540342,4175.3003750000125,RECOMMEND
FAC0128,Shamba Dispensary,Kiambu,FAC0119,Tulwet Dispensary,Uasin Gishu,22,COM023,Magnesium Sulfate 50% 10ml,maternal_health,200.0,3.9099999999999997,0.10899999999999999,0.10899999999999999,45.0,4.904999999999999,83.56164383561644,5.74712643678161,2.5,0.05449999999999999,4.651493598862019,26.732721832540342,4175.354875000013,RECOMMEND
FAC0140,Shamba Dispensary,Kilifi,FAC0119,Tulwet Dispensary,Uasin Gishu,22,COM023,Magnesium Sulfate 50% 10ml,maternal_health,200.0,9.41,0.10899999999999999,0.10899999999999999,45.0,4.904999999999999,439.1304347826087,5.74712643678161,2.5,0.05449999999999999,4.651493598862019,26.732721832540342,4175.409375000013,RECOMMEND
FAC0116,Shamba Dispensary,Nakuru,FAC0119,Tulwet Dispensary,Uasin Gishu,22,COM023,Magnesium Sulfate 50% 10ml,maternal_health,200.0,2.18,0.10899999999999999,0.10899999999999999,45.0,4.904999999999999,94.11764705882352,5.74712643678161,2.5,0.05449999999999999,4.651493598862019,26.732721832540342,4175.463875000013,RECOMMEND
FAC0036,Kaloleni Sub-County Hospital,Kilifi,FAC0119,Tulwet Dispensary,Uasin Gishu,22,COM023,Magnesium Sulfate 50% 10ml,maternal_health,200.0,10.829999999999998,0.10899999999999999,0.10899999999999999,45.0,4.904999999999999,62.91793313069908,5.74712643678161,2.5,0.05449999999999999,4.651493598862019,26.732721832540342,4175.518375000013,RECOMMEND
FAC0148,Mariakani Dispensary,Bungoma,FAC0119,Tulwet Dispensary,Uasin Gishu,22,COM023,Magnesium Sulfate 50% 10ml,maternal_health,200.0,5.3100000000000005,0.10899999999999999,0.10899999999999999,45.0,4.904999999999999,438.4615384615385,5.74712643678161,2.5,0.05449999999999999,4.651493598862019,26.732721832540342,4175.5728750000135,RECOMMEND
FAC0129,Kiptere Dispensary,Machakos,FAC0119,Tulwet Dispensary,Uasin Gishu,22,COM023,Magnesium Sulfate 50% 10ml,maternal_health,200.0,6.76,0.10899999999999999,0.10899999999999999,45.0,4.904999999999999,116.66666666666666,5.74712643678161,2.5,0.05449999999999999,4.651493598862019,26.732721832540342,4175.627375000014,RECOMMEND
FAC0122,Karuri Dispensary,Uasin Gishu,FAC0061,Nakuru West Health Centre,Nakuru,11,COM012,Diclofenac 75mg injection,analgesics,200.0,7.340000000000001,0.9860000000000001,0.9860000000000001,20.0,19.720000000000002,119.51219512195122,2.0202020202020203,2.5,0.49300000000000005,13.208305425318152,26.683445303673036,4176.120375000014,RECOMMEND
FAC0102,Kiptere Dispensary,Mombasa,FAC0061,Nakuru West Health Centre,Nakuru,11,COM012,Diclofenac 75mg injection,analgesics,200.0,4.49,0.9860000000000001,0.9860000000000001,20.0,19.720000000000002,151.35135135135135,2.0202020202020203,2.5,0.49300000000000005,13.208305425318152,26.683445303673036,4176.6133750000145,RECOMMEND
FAC0140,Shamba Dispensary,Kilifi,FAC0061,Nakuru West Health Centre,Nakuru,11,COM012,Diclofenac 75mg injection,analgesics,200.0,5.33,0.9860000000000001,0.9860000000000001,20.0,19.720000000000002,78.89908256880733,2.0202020202020203,2.5,0.49300000000000005,13.208305425318152,26.683445303673036,4177.106375000015,RECOMMEND
FAC0098,Sigor Dispensary,Nairobi,FAC0061,Nakuru West Health Centre,Nakuru,11,COM012,Diclofenac 75mg injection,analgesics,200.0,1.48,0.9860000000000001,0.9860000000000001,20.0,19.720000000000002,53.125,2.0202020202020203,2.5,0.49300000000000005,13.208305425318152,26.683445303673036,4177.599375000015,RECOMMEND
FAC0146,Baraka Dispensary,Meru,FAC0061,Nakuru West Health Centre,Nakuru,11,COM012,Diclofenac 75mg injection,analgesics,200.0,4.51,0.9860000000000001,0.9860000000000001,20.0,19.720000000000002,1533.3333333333333,2.0202020202020203,2.5,0.49300000000000005,13.208305425318152,26.683445303673036,4178.092375000016,RECOMMEND
FAC0103,Ithanga Dispensary,Mombasa,FAC0061,Nakuru West Health Centre,Nakuru,11,COM012,Diclofenac 75mg injection,analgesics,200.0,5.0,0.9860000000000001,0.9860000000000001,20.0,19.720000000000002,92.5,2.0202020202020203,2.5,0.49300000000000005,13.208305425318152,26.683445303673036,4178.585375000016,RECOMMEND
FAC0132,Mkwajuni Dispensary,Machakos,FAC0061,Nakuru West Health Centre,Nakuru,11,COM012,Diclofenac 75mg injection,analgesics,200.0,2.5000000000000004,0.9860000000000001,0.9860000000000001,20.0,19.720000000000002,61.25,2.0202020202020203,2.5,0.49300000000000005,13.208305425318152,26.683445303673036,4179.078375000016,RECOMMEND
FAC0099,Manyatta Dispensary,Mombasa,FAC0061,Nakuru West Health Centre,Nakuru,11,COM012,Diclofenac 75mg injection,analgesics,200.0,5.459999999999999,0.9860000000000001,0.9860000000000001,20.0,19.720000000000002,69.56521739130434,2.0202020202020203,2.5,0.49300000000000005,13.208305425318152,26.683445303673036,4179.571375000017,RECOMMEND
FAC0101,Shamba Dispensary,Mombasa,FAC0061,Nakuru West Health Centre,Nakuru,11,COM012,Diclofenac 75mg injection,analgesics,200.0,6.380000000000001,0.9860000000000001,0.9860000000000001,20.0,19.720000000000002,91.34615384615385,2.0202020202020203,2.5,0.49300000000000005,13.208305425318152,26.683445303673036,4180.064375000017,RECOMMEND
FAC0143,Mji Mwema Dispensary,Meru,FAC0061,Nakuru West Health Centre,Nakuru,11,COM012,Diclofenac 75mg injection,analgesics,200.0,4.010000000000001,0.9860000000000001,0.9860000000000001,20.0,19.720000000000002,338.4615384615385,2.0202020202020203,2.5,0.49300000000000005,13.208305425318152,26.683445303673036,4180.557375000018,RECOMMEND
FAC0119,Tulwet Dispensary,Uasin Gishu,FAC0061,Nakuru West Health Centre,Nakuru,11,COM012,Diclofenac 75mg injection,analgesics,200.0,4.069999999999999,0.9860000000000001,0.9860000000000001,20.0,19.720000000000002,70.29702970297029,2.0202020202020203,2.5,0.49300000000000005,13.208305425318152,26.683445303673036,4181.050375000018,RECOMMEND
FAC0069,Limuru Health Centre,Kiambu,FAC0061,Nakuru West Health Centre,Nakuru,11,COM012,Diclofenac 75mg injection,analgesics,200.0,5.33,0.9860000000000001,0.9860000000000001,20.0,19.720000000000002,68.34532374100719,2.0202020202020203,2.5,0.49300000000000005,13.208305425318152,26.683445303673036,4181.543375000018,RECOMMEND
FAC0118,Mji Mwema Dispensary,Uasin Gishu,FAC0061,Nakuru West Health Centre,Nakuru,11,COM012,Diclofenac 75mg injection,analgesics,200.0,3.74,0.9860000000000001,0.9860000000000001,20.0,19.720000000000002,70.65217391304348,2.0202020202020203,2.5,0.49300000000000005,13.208305425318152,26.683445303673036,4182.036375000019,RECOMMEND
FAC0104,Kitui Dispensary,Mombasa,FAC0061,Nakuru West Health Centre,Nakuru,11,COM012,Diclofenac 75mg injection,analgesics,200.0,5.46,0.9860000000000001,0.9860000000000001,20.0,19.720000000000002,110.29411764705881,2.0202020202020203,2.5,0.49300000000000005,13.208305425318152,26.683445303673036,4182.529375000019,RECOMMEND
FAC0106,Rongai Centre Dispensary,Kisumu,FAC0061,Nakuru West Health Centre,Nakuru,11,COM012,Diclofenac 75mg injection,analgesics,200.0,3.5500000000000003,0.9860000000000001,0.9860000000000001,20.0,19.720000000000002,63.80952380952381,2.0202020202020203,2.5,0.49300000000000005,13.208305425318152,26.683445303673036,4183.02237500002,RECOMMEND
FAC0082,Malindi Health Centre,Kilifi,FAC0061,Nakuru West Health Centre,Nakuru,11,COM012,Diclofenac 75mg injection,analgesics,200.0,10.809999999999999,0.9860000000000001,0.9860000000000001,20.0,19.720000000000002,69.59706959706959,2.0202020202020203,2.5,0.49300000000000005,13.208305425318152,26.683445303673036,4183.51537500002,RECOMMEND
FAC0128,Shamba Dispensary,Kiambu,FAC0061,Nakuru West Health Centre,Nakuru,11,COM012,Diclofenac 75mg injection,analgesics,200.0,5.4,0.9860000000000001,0.9860000000000001,20.0,19.720000000000002,90.0,2.0202020202020203,2.5,0.49300000000000005,13.208305425318152,26.683445303673036,4184.00837500002,RECOMMEND
FAC0105,Karuri Dispensary,Kisumu,FAC0061,Nakuru West Health Centre,Nakuru,11,COM012,Diclofenac 75mg injection,analgesics,200.0,5.300000000000001,0.9860000000000001,0.9860000000000001,20.0,19.720000000000002,88.88888888888889,2.0202020202020203,2.5,0.49300000000000005,13.208305425318152,26.683445303673036,4184.501375000021,RECOMMEND
FAC0121,Baraka Dispensary,Uasin Gishu,FAC0061,Nakuru West Health Centre,Nakuru,11,COM012,Diclofenac 75mg injection,analgesics,200.0,6.2,0.9860000000000001,0.9860000000000001,20.0,19.720000000000002,185.0,2.0202020202020203,2.5,0.49300000000000005,13.208305425318152,26.683445303673036,4184.994375000021,RECOMMEND
FAC0109,Mariakani Dispensary,Kisumu,FAC0061,Nakuru West Health Centre,Nakuru,11,COM012,Diclofenac 75mg injection,analgesics,200.0,4.4399999999999995,0.9860000000000001,0.9860000000000001,20.0,19.720000000000002,66.39344262295081,2.0202020202020203,2.5,0.49300000000000005,13.208305425318152,26.683445303673036,4185.4873750000215,RECOMMEND
FAC0137,Chembe Dispensary,Kilifi,FAC0061,Nakuru West Health Centre,Nakuru,11,COM012,Diclofenac 75mg injection,analgesics,200.0,6.1899999999999995,0.9860000000000001,0.9860000000000001,20.0,19.720000000000002,197.2972972972973,2.0202020202020203,2.5,0.49300000000000005,13.208305425318152,26.683445303673036,4185.980375000022,RECOMMEND
FAC0125,Chembe Dispensary,Kiambu,FAC0061,Nakuru West Health Centre,Nakuru,11,COM012,Diclofenac 75mg injection,analgesics,200.0,4.3,0.9860000000000001,0.9860000000000001,20.0,19.720000000000002,101.66666666666667,2.0202020202020203,2.5,0.49300000000000005,13.208305425318152,26.683445303673036,4186.473375000022,RECOMMEND
FAC0127,Mariakani Dispensary,Kiambu,FAC0061,Nakuru West Health Centre,Nakuru,11,COM012,Diclofenac 75mg injection,analgesics,200.0,4.880000000000001,0.9860000000000001,0.9860000000000001,20.0,19.720000000000002,81.91489361702128,2.0202020202020203,2.5,0.49300000000000005,13.208305425318152,26.683445303673036,4186.966375000023,RECOMMEND
FAC0144,Tulwet Dispensary,Meru,FAC0061,Nakuru West Health Centre,Nakuru,11,COM012,Diclofenac 75mg injection,analgesics,200.0,5.9,0.9860000000000001,0.9860000000000001,20.0,19.720000000000002,95.55555555555556,2.0202020202020203,2.5,0.49300000000000005,13.208305425318152,26.683445303673036,4187.459375000023,RECOMMEND
FAC0139,Mariakani Dispensary,Kilifi,FAC0061,Nakuru West Health Centre,Nakuru,11,COM012,Diclofenac 75mg injection,analgesics,200.0,7.379999999999999,0.9860000000000001,0.9860000000000001,20.0,19.720000000000002,197.72727272727272,2.0202020202020203,2.5,0.49300000000000005,13.208305425318152,26.683445303673036,4187.9523750000235,RECOMMEND
FAC0145,Bongom Dispensary,Meru,FAC0061,Nakuru West Health Centre,Nakuru,11,COM012,Diclofenac 75mg injection,analgesics,200.0,6.6499999999999995,0.9860000000000001,0.9860000000000001,20.0,19.720000000000002,473.3333333333333,2.0202020202020203,2.5,0.49300000000000005,13.208305425318152,26.683445303673036,4188.445375000024,RECOMMEND
FAC0108,Manyatta Dispensary,Kisumu,FAC0061,Nakuru West Health Centre,Nakuru,11,COM012,Diclofenac 75mg injection,analgesics,200.0,3.76,0.9860000000000001,0.9860000000000001,20.0,19.720000000000002,78.2051282051282,2.0202020202020203,2.5,0.49300000000000005,13.208305425318152,26.683445303673036,4188.938375000024,RECOMMEND
FAC0131,Kitui Dispensary,Machakos,FAC0061,Nakuru West Health Centre,Nakuru,11,COM012,Diclofenac 75mg injection,analgesics,200.0,4.15,0.9860000000000001,0.9860000000000001,20.0,19.720000000000002,78.8235294117647,2.0202020202020203,2.5,0.49300000000000005,13.208305425318152,26.683445303673036,4189.431375000025,RECOMMEND
FAC0148,Mariakani Dispensary,Bungoma,FAC0061,Nakuru West Health Centre,Nakuru,11,COM012,Diclofenac 75mg injection,analgesics,200.0,5.03,0.9860000000000001,0.9860000000000001,20.0,19.720000000000002,132.6530612244898,2.0202020202020203,2.5,0.49300000000000005,13.208305425318152,26.683445303673036,4189.924375000025,RECOMMEND
FAC0123,Karuri Dispensary,Kiambu,FAC0061,Nakuru West Health Centre,Nakuru,11,COM012,Diclofenac 75mg injection,analgesics,200.0,6.430000000000001,0.9860000000000001,0.9860000000000001,20.0,19.720000000000002,111.39240506329115,2.0202020202020203,2.5,0.49300000000000005,13.208305425318152,26.683445303673036,4190.4173750000255,RECOMMEND
FAC0091,Bungoma East Health Centre,Bungoma,FAC0061,Nakuru West Health Centre,Nakuru,11,COM012,Diclofenac 75mg injection,analgesics,200.0,5.57,0.9860000000000001,0.9860000000000001,20.0,19.720000000000002,72.51908396946564,2.0202020202020203,2.5,0.49300000000000005,13.208305425318152,26.683445303673036,4190.910375000026,RECOMMEND
FAC0065,Soy Health Centre,Uasin Gishu,FAC0061,Nakuru West Health Centre,Nakuru,11,COM012,Diclofenac 75mg injection,analgesics,200.0,12.89,0.9860000000000001,0.9860000000000001,20.0,19.720000000000002,124.08759124087591,2.0202020202020203,2.5,0.49300000000000005,13.208305425318152,26.683445303673036,4191.403375000026,RECOMMEND
FAC0129,Kiptere Dispensary,Machakos,FAC0061,Nakuru West Health Centre,Nakuru,11,COM012,Diclofenac 75mg injection,analgesics,200.0,4.140000000000001,0.9860000000000001,0.9860000000000001,20.0,19.720000000000002,75.0,2.0202020202020203,2.5,0.49300000000000005,13.208305425318152,26.683445303673036,4191.896375000027,RECOMMEND
FAC0110,Shamba Dispensary,Kisumu,FAC0061,Nakuru West Health Centre,Nakuru,11,COM012,Diclofenac 75mg injection,analgesics,200.0,4.08,0.9860000000000001,0.9860000000000001,20.0,19.720000000000002,85.13513513513514,2.0202020202020203,2.5,0.49300000000000005,13.208305425318152,26.683445303673036,4192.389375000027,RECOMMEND
